sid,memoryid,rankid,bankid,category,permanency
Server_9690,10,,,multiple_single_bit_failures,permanent
Server_9691,11,,,multiple_single_bit_failures,permanent
Server_9692,6,,,multiple_single_bit_failures,permanent
Server_9694,8,,,multiple_single_bit_failures,permanent
Server_9697,16,,,multiple_single_bit_failures,permanent
Server_9698,14,,,multiple_single_bit_failures,permanent
Server_9699,6,,,multiple_single_bit_failures,permanent
Server_9700,10,,,multiple_single_bit_failures,permanent
Server_9702,13,,,multiple_single_bit_failures,permanent
Server_9703,12,,,multiple_single_bit_failures,permanent
Server_9704,15,,,multiple_single_bit_failures,permanent
Server_9705,3,,,multiple_single_bit_failures,permanent
Server_9706,17,,,multiple_single_bit_failures,permanent
Server_9707,14,,,multiple_single_bit_failures,permanent
Server_9708,6,,,multiple_single_bit_failures,permanent
Server_9709,1,,,multiple_single_bit_failures,permanent
Server_971,12,,,multiple_single_bit_failures,permanent
Server_9710,14,,,multiple_single_bit_failures,permanent
Server_9712,21,,,multiple_single_bit_failures,permanent
Server_9713,18,,,multiple_single_bit_failures,permanent
Server_9714,4,,,multiple_single_bit_failures,permanent
Server_9715,20,,,multiple_single_bit_failures,permanent
Server_9716,20,,,multiple_single_bit_failures,permanent
Server_9717,4,,,multiple_single_bit_failures,permanent
Server_9717,19,,,multiple_single_bit_failures,permanent
Server_9718,16,,,multiple_single_bit_failures,permanent
Server_9719,8,,,multiple_single_bit_failures,permanent
Server_9720,23,,,multiple_single_bit_failures,permanent
Server_9721,2,,,multiple_single_bit_failures,permanent
Server_9724,11,,,multiple_single_bit_failures,permanent
Server_9725,15,,,multiple_single_bit_failures,permanent
Server_9726,6,,,multiple_single_bit_failures,permanent
Server_9727,9,,,multiple_single_bit_failures,permanent
Server_9728,4,,,multiple_single_bit_failures,permanent
Server_9731,9,,,multiple_single_bit_failures,permanent
Server_9732,18,,,multiple_single_bit_failures,permanent
Server_9735,15,,,multiple_single_bit_failures,permanent
Server_9736,18,,,multiple_single_bit_failures,permanent
Server_9737,5,,,multiple_single_bit_failures,permanent
Server_9738,6,,,multiple_single_bit_failures,permanent
Server_9738,15,,,multiple_single_bit_failures,permanent
Server_9739,11,,,multiple_single_bit_failures,permanent
Server_9741,0,,,multiple_single_bit_failures,permanent
Server_9742,0,,,multiple_single_bit_failures,permanent
Server_9743,6,,,multiple_single_bit_failures,permanent
Server_9743,18,,,multiple_single_bit_failures,permanent
Server_9744,16,,,multiple_single_bit_failures,permanent
Server_9745,13,,,multiple_single_bit_failures,permanent
Server_9746,10,,,multiple_single_bit_failures,permanent
Server_9747,20,,,multiple_single_bit_failures,permanent
Server_9748,11,,,multiple_single_bit_failures,permanent
Server_9749,23,,,multiple_single_bit_failures,permanent
Server_9750,5,,,multiple_single_bit_failures,permanent
Server_9751,20,,,multiple_single_bit_failures,permanent
Server_9752,0,,,multiple_single_bit_failures,permanent
Server_9752,6,,,multiple_single_bit_failures,permanent
Server_9753,10,,,multiple_single_bit_failures,permanent
Server_9754,8,,,multiple_single_bit_failures,permanent
Server_9755,8,,,multiple_single_bit_failures,permanent
Server_9756,16,,,multiple_single_bit_failures,permanent
Server_9757,18,,,multiple_single_bit_failures,permanent
Server_9758,18,,,multiple_single_bit_failures,permanent
Server_9759,19,,,multiple_single_bit_failures,permanent
Server_9761,9,,,multiple_single_bit_failures,permanent
Server_9762,19,,,multiple_single_bit_failures,permanent
Server_9763,6,,,multiple_single_bit_failures,permanent
Server_9763,14,,,multiple_single_bit_failures,permanent
Server_9765,10,,,multiple_single_bit_failures,permanent
Server_9766,18,,,multiple_single_bit_failures,permanent
Server_9769,20,,,multiple_single_bit_failures,permanent
Server_9770,6,,,multiple_single_bit_failures,permanent
Server_9771,14,,,multiple_single_bit_failures,permanent
Server_9773,14,,,multiple_single_bit_failures,permanent
Server_9775,12,,,multiple_single_bit_failures,permanent
Server_9776,16,,,multiple_single_bit_failures,permanent
Server_9777,6,,,multiple_single_bit_failures,permanent
Server_9778,20,,,multiple_single_bit_failures,permanent
Server_9780,10,,,multiple_single_bit_failures,permanent
Server_9783,20,,,multiple_single_bit_failures,permanent
Server_9784,16,,,multiple_single_bit_failures,permanent
Server_9785,16,,,multiple_single_bit_failures,permanent
Server_9788,4,,,multiple_single_bit_failures,permanent
Server_9789,22,,,multiple_single_bit_failures,permanent
Server_9790,6,,,multiple_single_bit_failures,permanent
Server_9792,2,,,multiple_single_bit_failures,permanent
Server_9793,2,,,multiple_single_bit_failures,permanent
Server_9794,0,,,multiple_single_bit_failures,permanent
Server_9796,14,,,multiple_single_bit_failures,permanent
Server_9797,12,,,multiple_single_bit_failures,permanent
Server_9798,6,,,multiple_single_bit_failures,permanent
Server_9799,10,,,multiple_single_bit_failures,permanent
Server_9802,18,,,multiple_single_bit_failures,permanent
Server_9804,6,,,multiple_single_bit_failures,permanent
Server_9805,18,,,multiple_single_bit_failures,permanent
Server_9806,1,,,multiple_single_bit_failures,permanent
Server_9807,23,,,multiple_single_bit_failures,permanent
Server_9808,20,,,multiple_single_bit_failures,permanent
Server_9809,22,,,multiple_single_bit_failures,permanent
Server_9810,21,,,multiple_single_bit_failures,permanent
Server_9811,9,,,multiple_single_bit_failures,permanent
Server_9814,6,,,multiple_single_bit_failures,permanent
Server_9815,22,,,multiple_single_bit_failures,permanent
Server_9816,4,,,multiple_single_bit_failures,permanent
Server_9817,9,,,multiple_single_bit_failures,permanent
Server_9818,1,,,multiple_single_bit_failures,permanent
Server_9819,11,,,multiple_single_bit_failures,permanent
Server_9820,2,,,multiple_single_bit_failures,permanent
Server_9823,11,,,multiple_single_bit_failures,permanent
Server_9825,8,,,multiple_single_bit_failures,permanent
Server_9826,6,,,multiple_single_bit_failures,permanent
Server_9828,18,,,multiple_single_bit_failures,permanent
Server_9831,17,,,multiple_single_bit_failures,permanent
Server_9833,8,,,multiple_single_bit_failures,permanent
Server_9835,10,,,multiple_single_bit_failures,permanent
Server_9836,12,,,multiple_single_bit_failures,permanent
Server_9837,2,,,multiple_single_bit_failures,permanent
Server_9838,16,,,multiple_single_bit_failures,permanent
Server_9840,5,,,multiple_single_bit_failures,permanent
Server_9841,11,,,multiple_single_bit_failures,permanent
Server_9842,15,,,multiple_single_bit_failures,permanent
Server_9842,16,,,multiple_single_bit_failures,permanent
Server_9843,9,,,multiple_single_bit_failures,permanent
Server_9847,10,,,multiple_single_bit_failures,permanent
Server_9849,0,,,multiple_single_bit_failures,permanent
Server_985,14,,,multiple_single_bit_failures,permanent
Server_9850,22,,,multiple_single_bit_failures,permanent
Server_9851,20,,,multiple_single_bit_failures,permanent
Server_9854,5,,,multiple_single_bit_failures,permanent
Server_9857,4,,,multiple_single_bit_failures,permanent
Server_9857,6,,,multiple_single_bit_failures,permanent
Server_9858,3,,,multiple_single_bit_failures,permanent
Server_986,2,,,multiple_single_bit_failures,permanent
Server_9862,22,,,multiple_single_bit_failures,permanent
Server_9864,9,,,multiple_single_bit_failures,permanent
Server_9865,19,,,multiple_single_bit_failures,permanent
Server_9866,17,,,multiple_single_bit_failures,permanent
Server_9867,2,,,multiple_single_bit_failures,permanent
Server_9867,21,,,multiple_single_bit_failures,permanent
Server_9868,11,,,multiple_single_bit_failures,permanent
Server_9869,16,,,multiple_single_bit_failures,permanent
Server_987,10,,,multiple_single_bit_failures,permanent
Server_9870,10,,,multiple_single_bit_failures,permanent
Server_9870,16,,,multiple_single_bit_failures,permanent
Server_9871,0,,,multiple_single_bit_failures,permanent
Server_9872,12,,,multiple_single_bit_failures,permanent
Server_9872,20,,,multiple_single_bit_failures,permanent
Server_9873,6,,,multiple_single_bit_failures,permanent
Server_9873,8,,,multiple_single_bit_failures,permanent
Server_9878,16,,,multiple_single_bit_failures,permanent
Server_9879,1,,,multiple_single_bit_failures,permanent
Server_988,8,,,multiple_single_bit_failures,permanent
Server_9881,20,,,multiple_single_bit_failures,permanent
Server_9882,14,,,multiple_single_bit_failures,permanent
Server_9884,22,,,multiple_single_bit_failures,permanent
Server_9885,12,,,multiple_single_bit_failures,permanent
Server_9887,17,,,multiple_single_bit_failures,permanent
Server_9889,17,,,multiple_single_bit_failures,permanent
Server_9890,6,,,multiple_single_bit_failures,permanent
Server_9891,3,,,multiple_single_bit_failures,permanent
Server_9891,9,,,multiple_single_bit_failures,permanent
Server_9892,15,,,multiple_single_bit_failures,permanent
Server_9893,7,,,multiple_single_bit_failures,permanent
Server_9895,7,,,multiple_single_bit_failures,permanent
Server_9895,15,,,multiple_single_bit_failures,permanent
Server_9896,19,,,multiple_single_bit_failures,permanent
Server_9897,23,,,multiple_single_bit_failures,permanent
Server_9899,9,,,multiple_single_bit_failures,permanent
Server_9900,7,,,multiple_single_bit_failures,permanent
Server_9901,13,,,multiple_single_bit_failures,permanent
Server_9901,18,,,multiple_single_bit_failures,permanent
Server_9902,0,,,multiple_single_bit_failures,permanent
Server_9903,7,,,multiple_single_bit_failures,permanent
Server_9908,0,,,multiple_single_bit_failures,permanent
Server_9909,16,,,multiple_single_bit_failures,permanent
Server_9910,3,,,multiple_single_bit_failures,permanent
Server_9912,1,,,multiple_single_bit_failures,permanent
Server_9912,4,,,multiple_single_bit_failures,permanent
Server_9915,15,,,multiple_single_bit_failures,permanent
Server_9917,10,,,multiple_single_bit_failures,permanent
Server_9918,4,,,multiple_single_bit_failures,permanent
Server_9918,11,,,multiple_single_bit_failures,permanent
Server_9918,19,,,multiple_single_bit_failures,permanent
Server_9921,20,,,multiple_single_bit_failures,permanent
Server_9923,18,,,multiple_single_bit_failures,permanent
Server_9924,7,,,multiple_single_bit_failures,permanent
Server_9925,7,,,multiple_single_bit_failures,permanent
Server_9926,18,,,multiple_single_bit_failures,permanent
Server_9927,5,,,multiple_single_bit_failures,permanent
Server_9928,13,,,multiple_single_bit_failures,permanent
Server_9930,14,,,multiple_single_bit_failures,permanent
Server_9932,17,,,multiple_single_bit_failures,permanent
Server_9933,3,,,multiple_single_bit_failures,permanent
Server_9936,2,,,multiple_single_bit_failures,permanent
Server_9936,19,,,multiple_single_bit_failures,permanent
Server_9939,22,,,multiple_single_bit_failures,permanent
Server_994,6,,,multiple_single_bit_failures,permanent
Server_9940,3,,,multiple_single_bit_failures,permanent
Server_9940,19,,,multiple_single_bit_failures,permanent
Server_9941,12,,,multiple_single_bit_failures,permanent
Server_9943,4,,,multiple_single_bit_failures,permanent
Server_9945,8,,,multiple_single_bit_failures,permanent
Server_9952,13,,,multiple_single_bit_failures,permanent
Server_9953,20,,,multiple_single_bit_failures,permanent
Server_9955,5,,,multiple_single_bit_failures,permanent
Server_9956,4,,,multiple_single_bit_failures,permanent
Server_9958,7,,,multiple_single_bit_failures,permanent
Server_9959,4,,,multiple_single_bit_failures,permanent
Server_9960,8,,,multiple_single_bit_failures,permanent
Server_9961,15,,,multiple_single_bit_failures,permanent
Server_9964,14,,,multiple_single_bit_failures,permanent
Server_9969,9,,,multiple_single_bit_failures,permanent
Server_9970,23,,,multiple_single_bit_failures,permanent
Server_9971,3,,,multiple_single_bit_failures,permanent
Server_9971,18,,,multiple_single_bit_failures,permanent
Server_9972,15,,,multiple_single_bit_failures,permanent
Server_9973,18,,,multiple_single_bit_failures,permanent
Server_9974,11,,,multiple_single_bit_failures,permanent
Server_9975,6,,,multiple_single_bit_failures,permanent
Server_9975,11,,,multiple_single_bit_failures,permanent
Server_9976,18,,,multiple_single_bit_failures,permanent
Server_9977,7,,,multiple_single_bit_failures,permanent
Server_9978,4,,,multiple_single_bit_failures,permanent
Server_9981,9,,,multiple_single_bit_failures,permanent
Server_9981,18,,,multiple_single_bit_failures,permanent
Server_9982,16,,,multiple_single_bit_failures,permanent
Server_9983,11,,,multiple_single_bit_failures,permanent
Server_9985,23,,,multiple_single_bit_failures,permanent
Server_9987,1,,,multiple_single_bit_failures,permanent
Server_9987,19,,,multiple_single_bit_failures,permanent
Server_9988,13,,,multiple_single_bit_failures,permanent
Server_9988,14,,,multiple_single_bit_failures,permanent
Server_9989,21,,,multiple_single_bit_failures,permanent
Server_999,20,,,multiple_single_bit_failures,permanent
Server_9990,13,,,multiple_single_bit_failures,permanent
Server_9993,21,,,multiple_single_bit_failures,permanent
Server_9995,21,,,multiple_single_bit_failures,permanent
Server_9996,6,,,multiple_single_bit_failures,permanent
Server_9996,8,,,multiple_single_bit_failures,permanent
Server_9998,23,,,multiple_single_bit_failures,permanent
Server_10001,20,,,local_wordline,permanent
Server_10003,14,,,local_wordline,permanent
Server_10005,14,,,local_wordline,permanent
Server_10013,21,,,local_wordline,permanent
Server_10021,9,,,local_wordline,permanent
Server_10048,0,,,local_wordline,permanent
Server_10108,22,,,local_wordline,permanent
Server_10119,0,,,local_wordline,permanent
Server_10124,0,,,local_wordline,permanent
Server_10130,20,,,local_wordline,permanent
Server_1016,6,,,local_wordline,permanent
Server_1017,10,,,local_wordline,permanent
Server_10191,18,,,local_wordline,permanent
Server_10286,21,,,local_wordline,permanent
Server_10287,19,,,local_wordline,permanent
Server_10296,16,,,local_wordline,permanent
Server_10324,21,,,local_wordline,permanent
Server_10339,9,,,local_wordline,permanent
Server_10343,7,,,local_wordline,permanent
Server_10348,2,,,local_wordline,permanent
Server_10349,0,,,local_wordline,permanent
Server_10350,9,,,local_wordline,permanent
Server_1037,20,,,local_wordline,permanent
Server_10373,6,,,local_wordline,permanent
Server_10379,3,,,local_wordline,permanent
Server_10383,3,,,local_wordline,permanent
Server_10393,1,,,local_wordline,permanent
Server_10406,2,,,local_wordline,permanent
Server_1041,10,,,local_wordline,permanent
Server_10412,16,,,local_wordline,permanent
Server_10426,2,,,local_wordline,permanent
Server_10426,8,,,local_wordline,permanent
Server_10433,11,,,local_wordline,permanent
Server_10436,18,,,local_wordline,permanent
Server_1044,6,,,local_wordline,permanent
Server_10462,21,,,local_wordline,permanent
Server_10464,4,,,local_wordline,permanent
Server_10465,19,,,local_wordline,permanent
Server_10468,19,,,local_wordline,permanent
Server_10475,22,,,local_wordline,permanent
Server_10482,15,,,local_wordline,permanent
Server_10484,9,,,local_wordline,permanent
Server_10494,23,,,local_wordline,permanent
Server_10500,18,,,local_wordline,permanent
Server_10503,5,,,local_wordline,permanent
Server_10508,22,,,local_wordline,permanent
Server_10511,2,,,local_wordline,permanent
Server_10513,4,,,local_wordline,permanent
Server_10519,13,,,local_wordline,permanent
Server_10523,12,,,local_wordline,permanent
Server_10527,16,,,local_wordline,permanent
Server_10528,17,,,local_wordline,permanent
Server_10530,16,,,local_wordline,permanent
Server_10531,18,,,local_wordline,permanent
Server_10532,4,,,local_wordline,permanent
Server_10536,15,,,local_wordline,permanent
Server_10541,9,,,local_wordline,permanent
Server_10546,11,,,local_wordline,permanent
Server_10550,16,,,local_wordline,permanent
Server_10555,1,,,local_wordline,permanent
Server_10576,13,,,local_wordline,permanent
Server_10579,13,,,local_wordline,permanent
Server_10580,23,,,local_wordline,permanent
Server_10585,3,,,local_wordline,permanent
Server_10600,12,,,local_wordline,permanent
Server_1062,16,,,local_wordline,permanent
Server_10621,20,,,local_wordline,permanent
Server_10629,22,,,local_wordline,permanent
Server_10633,13,,,local_wordline,permanent
Server_10640,20,,,local_wordline,permanent
Server_10660,13,,,local_wordline,permanent
Server_107,0,,,local_wordline,permanent
Server_1070,6,,,local_wordline,permanent
Server_10734,4,,,local_wordline,permanent
Server_10737,14,,,local_wordline,permanent
Server_10740,18,,,local_wordline,permanent
Server_10751,18,,,local_wordline,permanent
Server_10773,0,,,local_wordline,permanent
Server_10777,18,,,local_wordline,permanent
Server_10799,4,,,local_wordline,permanent
Server_1080,22,,,local_wordline,permanent
Server_10805,12,,,local_wordline,permanent
Server_10813,14,,,local_wordline,permanent
Server_10824,2,,,local_wordline,permanent
Server_10857,6,,,local_wordline,permanent
Server_10906,0,,,local_wordline,permanent
Server_10908,12,,,local_wordline,permanent
Server_10909,20,,,local_wordline,permanent
Server_1093,6,,,local_wordline,permanent
Server_10959,8,,,local_wordline,permanent
Server_10966,16,,,local_wordline,permanent
Server_10977,14,,,local_wordline,permanent
Server_10983,12,,,local_wordline,permanent
Server_10988,12,,,local_wordline,permanent
Server_11002,6,,,local_wordline,permanent
Server_11003,2,,,local_wordline,permanent
Server_11027,16,,,local_wordline,permanent
Server_11052,17,,,local_wordline,permanent
Server_11059,9,,,local_wordline,permanent
Server_11068,4,,,local_wordline,permanent
Server_11070,15,,,local_wordline,permanent
Server_11072,22,,,local_wordline,permanent
Server_11077,9,,,local_wordline,permanent
Server_11080,14,,,local_wordline,permanent
Server_11085,8,,,local_wordline,permanent
Server_11096,18,,,local_wordline,permanent
Server_11102,0,,,local_wordline,permanent
Server_11103,0,,,local_wordline,permanent
Server_11114,0,,,local_wordline,permanent
Server_11120,11,,,local_wordline,permanent
Server_11124,11,,,local_wordline,permanent
Server_11125,19,,,local_wordline,permanent
Server_11126,0,,,local_wordline,permanent
Server_11132,17,,,local_wordline,permanent
Server_1114,18,,,local_wordline,permanent
Server_11147,5,,,local_wordline,permanent
Server_11149,2,,,local_wordline,permanent
Server_11158,0,,,local_wordline,permanent
Server_1116,12,,,local_wordline,permanent
Server_11162,11,,,local_wordline,permanent
Server_11168,0,,,local_wordline,permanent
Server_11174,22,,,local_wordline,permanent
Server_11187,21,,,local_wordline,permanent
Server_11204,19,,,local_wordline,permanent
Server_11208,16,,,local_wordline,permanent
Server_11215,20,,,local_wordline,permanent
Server_11220,12,,,local_wordline,permanent
Server_11227,4,,,local_wordline,permanent
Server_1123,2,,,local_wordline,permanent
Server_11234,22,,,local_wordline,permanent
Server_11236,23,,,local_wordline,permanent
Server_11241,8,,,local_wordline,permanent
Server_11249,5,,,local_wordline,permanent
Server_11253,12,,,local_wordline,permanent
Server_11255,19,,,local_wordline,permanent
Server_11258,7,,,local_wordline,permanent
Server_11259,6,,,local_wordline,permanent
Server_11266,20,,,local_wordline,permanent
Server_11267,17,,,local_wordline,permanent
Server_11271,17,,,local_wordline,permanent
Server_11273,1,,,local_wordline,permanent
Server_11274,2,,,local_wordline,permanent
Server_11276,1,,,local_wordline,permanent
Server_11283,20,,,local_wordline,permanent
Server_1129,20,,,local_wordline,permanent
Server_11298,6,,,local_wordline,permanent
Server_11299,2,,,local_wordline,permanent
Server_11305,20,,,local_wordline,permanent
Server_1134,18,,,local_wordline,permanent
Server_11364,8,,,local_wordline,permanent
Server_11374,2,,,local_wordline,permanent
Server_11383,12,,,local_wordline,permanent
Server_11394,8,,,local_wordline,permanent
Server_11400,18,,,local_wordline,permanent
Server_11434,4,,,local_wordline,permanent
Server_11436,4,,,local_wordline,permanent
Server_11444,12,,,local_wordline,permanent
Server_11447,2,,,local_wordline,permanent
Server_11464,8,,,local_wordline,permanent
Server_11490,20,,,local_wordline,permanent
Server_11495,6,,,local_wordline,permanent
Server_11499,22,,,local_wordline,permanent
Server_11503,20,,,local_wordline,permanent
Server_1152,0,,,local_wordline,permanent
Server_1159,10,,,local_wordline,permanent
Server_11603,0,,,local_wordline,permanent
Server_11615,16,,,local_wordline,permanent
Server_11625,10,,,local_wordline,permanent
Server_11626,20,,,local_wordline,permanent
Server_11640,0,,,local_wordline,permanent
Server_11645,6,,,local_wordline,permanent
Server_11657,14,,,local_wordline,permanent
Server_11674,10,,,local_wordline,permanent
Server_11680,14,,,local_wordline,permanent
Server_11684,2,,,local_wordline,permanent
Server_11686,20,,,local_wordline,permanent
Server_11702,12,,,local_wordline,permanent
Server_11719,2,,,local_wordline,permanent
Server_11739,12,,,local_wordline,permanent
Server_11868,8,,,local_wordline,permanent
Server_1190,8,,,local_wordline,permanent
Server_11906,6,,,local_wordline,permanent
Server_11908,2,,,local_wordline,permanent
Server_12026,0,,,local_wordline,permanent
Server_12034,20,,,local_wordline,permanent
Server_12063,0,,,local_wordline,permanent
Server_121,17,,,local_wordline,permanent
Server_12112,15,,,local_wordline,permanent
Server_12136,14,,,local_wordline,permanent
Server_12222,12,,,local_wordline,permanent
Server_12225,10,,,local_wordline,permanent
Server_12246,16,,,local_wordline,permanent
Server_12265,8,,,local_wordline,permanent
Server_12283,22,,,local_wordline,permanent
Server_12284,8,,,local_wordline,permanent
Server_12304,18,,,local_wordline,permanent
Server_12324,20,,,local_wordline,permanent
Server_12325,12,,,local_wordline,permanent
Server_12331,16,,,local_wordline,permanent
Server_12336,22,,,local_wordline,permanent
Server_12342,18,,,local_wordline,permanent
Server_12354,14,,,local_wordline,permanent
Server_12365,0,,,local_wordline,permanent
Server_12393,0,,,local_wordline,permanent
Server_12420,14,,,local_wordline,permanent
Server_12424,6,,,local_wordline,permanent
Server_12428,6,,,local_wordline,permanent
Server_12445,22,,,local_wordline,permanent
Server_12506,6,,,local_wordline,permanent
Server_12525,12,,,local_wordline,permanent
Server_1255,4,,,local_wordline,permanent
Server_12550,6,,,local_wordline,permanent
Server_12558,16,,,local_wordline,permanent
Server_12576,10,,,local_wordline,permanent
Server_12596,6,,,local_wordline,permanent
Server_12597,22,,,local_wordline,permanent
Server_12620,20,,,local_wordline,permanent
Server_1264,18,,,local_wordline,permanent
Server_12649,22,,,local_wordline,permanent
Server_12652,0,,,local_wordline,permanent
Server_12654,8,,,local_wordline,permanent
Server_12694,20,,,local_wordline,permanent
Server_12706,4,,,local_wordline,permanent
Server_12709,14,,,local_wordline,permanent
Server_12721,13,,,local_wordline,permanent
Server_12726,8,,,local_wordline,permanent
Server_12729,20,,,local_wordline,permanent
Server_12731,7,,,local_wordline,permanent
Server_12733,19,,,local_wordline,permanent
Server_12734,2,,,local_wordline,permanent
Server_12740,0,,,local_wordline,permanent
Server_12770,16,,,local_wordline,permanent
Server_12773,6,,,local_wordline,permanent
Server_12774,12,,,local_wordline,permanent
Server_12781,12,,,local_wordline,permanent
Server_12783,14,,,local_wordline,permanent
Server_12793,16,,,local_wordline,permanent
Server_12803,16,,,local_wordline,permanent
Server_12804,12,,,local_wordline,permanent
Server_12814,20,,,local_wordline,permanent
Server_12815,20,,,local_wordline,permanent
Server_12817,14,,,local_wordline,permanent
Server_12835,6,,,local_wordline,permanent
Server_12838,18,,,local_wordline,permanent
Server_12840,20,,,local_wordline,permanent
Server_12860,2,,,local_wordline,permanent
Server_12866,23,,,local_wordline,permanent
Server_12918,10,,,local_wordline,permanent
Server_12920,2,,,local_wordline,permanent
Server_1293,0,,,local_wordline,permanent
Server_12935,14,,,local_wordline,permanent
Server_12960,19,,,local_wordline,permanent
Server_12967,20,,,local_wordline,permanent
Server_12981,23,,,local_wordline,permanent
Server_12987,7,,,local_wordline,permanent
Server_12989,12,,,local_wordline,permanent
Server_13009,9,,,local_wordline,permanent
Server_13021,0,,,local_wordline,permanent
Server_13037,8,,,local_wordline,permanent
Server_13042,9,,,local_wordline,permanent
Server_13049,23,,,local_wordline,permanent
Server_13050,11,,,local_wordline,permanent
Server_13059,20,,,local_wordline,permanent
Server_13060,3,,,local_wordline,permanent
Server_13067,1,,,local_wordline,permanent
Server_13068,6,,,local_wordline,permanent
Server_13082,10,,,local_wordline,permanent
Server_13097,10,,,local_wordline,permanent
Server_13115,2,,,local_wordline,permanent
Server_13118,20,,,local_wordline,permanent
Server_13121,2,,,local_wordline,permanent
Server_13124,20,,,local_wordline,permanent
Server_13126,20,,,local_wordline,permanent
Server_13137,4,,,local_wordline,permanent
Server_13143,18,,,local_wordline,permanent
Server_1315,6,,,local_wordline,permanent
Server_1316,10,,,local_wordline,permanent
Server_13181,2,,,local_wordline,permanent
Server_1319,22,,,local_wordline,permanent
Server_13198,20,,,local_wordline,permanent
Server_13201,2,,,local_wordline,permanent
Server_13228,12,,,local_wordline,permanent
Server_13229,23,,,local_wordline,permanent
Server_13230,15,,,local_wordline,permanent
Server_13234,12,,,local_wordline,permanent
Server_13274,14,,,local_wordline,permanent
Server_13275,16,,,local_wordline,permanent
Server_13294,13,,,local_wordline,permanent
Server_13311,18,,,local_wordline,permanent
Server_13352,22,,,local_wordline,permanent
Server_13365,23,,,local_wordline,permanent
Server_13366,10,,,local_wordline,permanent
Server_13367,8,,,local_wordline,permanent
Server_13368,22,,,local_wordline,permanent
Server_13369,3,,,local_wordline,permanent
Server_13370,7,,,local_wordline,permanent
Server_13371,19,,,local_wordline,permanent
Server_13372,20,,,local_wordline,permanent
Server_13373,6,,,local_wordline,permanent
Server_13374,16,,,local_wordline,permanent
Server_13375,11,,,local_wordline,permanent
Server_13376,3,,,local_wordline,permanent
Server_13379,4,,,local_wordline,permanent
Server_13380,10,,,local_wordline,permanent
Server_13383,10,,,local_wordline,permanent
Server_13386,1,,,local_wordline,permanent
Server_13390,19,,,local_wordline,permanent
Server_13399,13,,,local_wordline,permanent
Server_13439,12,,,local_wordline,permanent
Server_1344,2,,,local_wordline,permanent
Server_13443,20,,,local_wordline,permanent
Server_13444,8,,,local_wordline,permanent
Server_13445,8,,,local_wordline,permanent
Server_13451,12,,,local_wordline,permanent
Server_13452,8,,,local_wordline,permanent
Server_13453,6,,,local_wordline,permanent
Server_13458,6,,,local_wordline,permanent
Server_1347,10,,,local_wordline,permanent
Server_13471,0,,,local_wordline,permanent
Server_13536,16,,,local_wordline,permanent
Server_13555,20,,,local_wordline,permanent
Server_13557,12,,,local_wordline,permanent
Server_13567,8,,,local_wordline,permanent
Server_13587,0,,,local_wordline,permanent
Server_13592,12,,,local_wordline,permanent
Server_13609,0,,,local_wordline,permanent
Server_13629,8,,,local_wordline,permanent
Server_13647,18,,,local_wordline,permanent
Server_13652,0,,,local_wordline,permanent
Server_13653,8,,,local_wordline,permanent
Server_13655,0,,,local_wordline,permanent
Server_1366,4,,,local_wordline,permanent
Server_13689,12,,,local_wordline,permanent
Server_13700,0,,,local_wordline,permanent
Server_13706,17,,,local_wordline,permanent
Server_13709,12,,,local_wordline,permanent
Server_13754,12,,,local_wordline,permanent
Server_13759,19,,,local_wordline,permanent
Server_13794,8,,,local_wordline,permanent
Server_13827,10,,,local_wordline,permanent
Server_13844,22,,,local_wordline,permanent
Server_13879,14,,,local_wordline,permanent
Server_13880,0,,,local_wordline,permanent
Server_13884,1,,,local_wordline,permanent
Server_13890,10,,,local_wordline,permanent
Server_1390,0,,,local_wordline,permanent
Server_13926,8,,,local_wordline,permanent
Server_13930,6,,,local_wordline,permanent
Server_13933,0,,,local_wordline,permanent
Server_13950,16,,,local_wordline,permanent
Server_13955,14,,,local_wordline,permanent
Server_13976,7,,,local_wordline,permanent
Server_13981,19,,,local_wordline,permanent
Server_13986,12,,,local_wordline,permanent
Server_13995,7,,,local_wordline,permanent
Server_13999,0,,,local_wordline,permanent
Server_14001,20,,,local_wordline,permanent
Server_14015,1,,,local_wordline,permanent
Server_14016,21,,,local_wordline,permanent
Server_14041,6,,,local_wordline,permanent
Server_14051,9,,,local_wordline,permanent
Server_14075,0,,,local_wordline,permanent
Server_14077,8,,,local_wordline,permanent
Server_14119,0,,,local_wordline,permanent
Server_14127,11,,,local_wordline,permanent
Server_14135,5,,,local_wordline,permanent
Server_14138,7,,,local_wordline,permanent
Server_14139,2,,,local_wordline,permanent
Server_14157,8,,,local_wordline,permanent
Server_14163,9,,,local_wordline,permanent
Server_14166,20,,,local_wordline,permanent
Server_1417,12,,,local_wordline,permanent
Server_14173,13,,,local_wordline,permanent
Server_14180,0,,,local_wordline,permanent
Server_14181,0,,,local_wordline,permanent
Server_14185,12,,,local_wordline,permanent
Server_14186,0,,,local_wordline,permanent
Server_14208,8,,,local_wordline,permanent
Server_14211,8,,,local_wordline,permanent
Server_1424,16,,,local_wordline,permanent
Server_14243,19,,,local_wordline,permanent
Server_14257,0,,,local_wordline,permanent
Server_14273,12,,,local_wordline,permanent
Server_14313,4,,,local_wordline,permanent
Server_14316,11,,,local_wordline,permanent
Server_14329,0,,,local_wordline,permanent
Server_14333,2,,,local_wordline,permanent
Server_14350,17,,,local_wordline,permanent
